strain	gisaid_epi_isl	genbank_accession	originating_lab	submitting_lab	author
Australia/NSW925/2020	EPI_ISL_545006		Pathology West - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW827/2020	EPI_ISL_526169		Austech Medical Laboratories	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW808/2020	EPI_ISL_526150		Pathology West - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW783/2020	EPI_ISL_526125		Sydney South West Pathology Service (SSWPS) - Concord Repatriation General Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW882/2020	EPI_ISL_544963		The Children's Hospital at Westmead	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW842/2020	EPI_ISL_526184		St Vincent's Pathology (SydPath)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW812/2020	EPI_ISL_526154		Pathology North - Royal North Shore Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW826/2020	EPI_ISL_526168		Austech Medical Laboratories	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW992/2020	EPI_ISL_591503		South Eastern Area Laboratory Services (SEALS)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW658/2020	EPI_ISL_498777		Pathology West - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW983/2020	EPI_ISL_591509		Sydney South West Pathology Service (SSWPS) - Liverpool Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW831/2020	EPI_ISL_526173		Sydney South West Pathology Service (SSWPS) - Liverpool Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW935/2020	EPI_ISL_547600		Histopath	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW913/2020	EPI_ISL_544994		St Vincent's Pathology (SydPath)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW2749/2020	EPI_ISL_530339		Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Rawlinson et al
Australia/NSW2796/2020	EPI_ISL_678348		Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Virology Research Laboratory; Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Foster et al
Australia/NSW2755/2020	EPI_ISL_569858		Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Rawlinson et al
Australia/NSW967/2020	EPI_ISL_545039		Sydney South West Pathology Service (SSWPS) - Royal Prince Alfred Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW971/2020	EPI_ISL_545043		Sydney South West Pathology Service (SSWPS) - Royal Prince Alfred Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW977/2020	EPI_ISL_545049		Sydney South West Pathology Service (SSWPS) - Concord Repatriation General Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW929/2020	EPI_ISL_547594		Sydney South West Pathology Service (SSWPS) - Liverpool Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW966/2020	EPI_ISL_545038		Pathology West - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW975/2020	EPI_ISL_545047		Pathology West - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW974/2020	EPI_ISL_545046		Pathology West - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW729/2020	EPI_ISL_513372		St Vincent's Pathology (SydPath)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW768/2020	EPI_ISL_513410		Sydney South West Pathology Service (SSWPS) - Liverpool Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW852/2020	EPI_ISL_526194		St Vincent's Pathology (SydPath)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW869/2020	EPI_ISL_526211		Sydney South West Pathology Service (SSWPS) - Liverpool Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW866/2020	EPI_ISL_526208		Sydney South West Pathology Service (SSWPS) - Royal Prince Alfred Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW1085/2020	EPI_ISL_593680		Pathology West - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW940/2020	EPI_ISL_545012		South Eastern Area Laboratory Services (SEALS)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW2722/2020	EPI_ISL_530334		Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Rawlinson et al
Australia/NSW906/2020	EPI_ISL_544987		Histopath	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW932/2020	EPI_ISL_547597		Australian Clinical Labs	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW931/2020	EPI_ISL_547596		St Vincent's Pathology (SydPath)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW1012/2020	EPI_ISL_591485		Histopath	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW1010/2020	EPI_ISL_591490		Laverty Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW1004/2020	EPI_ISL_591500		Pathology West - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW978/2020	EPI_ISL_545050		Pathology West - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW1146/2020	EPI_ISL_699643		Medlab Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW1149/2020	EPI_ISL_629002		Sydney South West Pathology Service (SSWPS) - Liverpool Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW998/2020	EPI_ISL_591488		Laverty Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW999/2020	EPI_ISL_591511		Sydney South West Pathology Service (SSWPS) - Liverpool Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW1002/2020	EPI_ISL_591506		St Vincent's Pathology (SydPath)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW1166/2020	EPI_ISL_639734		Sydney South West Pathology Service (SSWPS) - Liverpool Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW1155/2020	EPI_ISL_629008		Laverty Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/VIC1805/2020	EPI_ISL_480631		Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Australia/VIC2397/2020	EPI_ISL_522113	MT969477.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC3028/2020	EPI_ISL_521857	MT972430.1	Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Australia/WA153/2020	EPI_ISL_596716		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/WA212/2020	EPI_ISL_596775		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/NSW2526/2020	EPI_ISL_527036		Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Rawlinson et al
Australia/VIC15397/2020	EPI_ISL_592595		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC3416/2020	EPI_ISL_521090	MT970085.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC4588/2020	EPI_ISL_518989	MT972776.1	Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Australia/QLD994/2020	EPI_ISL_530254		Queensland Health Forensic and Scientific Services, Public Health Virology	Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health	Son Nguyen et al
Australia/QLD1027/2020	EPI_ISL_530280		Queensland Health Forensic and Scientific Services, Public Health Virology	Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health	Son Nguyen et al
Australia/VIC2667/2020	EPI_ISL_521509	MT972364.1	Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Australia/VIC12108/2020	EPI_ISL_640892		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC14087/2020	EPI_ISL_563964		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
Australia/VIC15675/2020	EPI_ISL_593410		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC15729/2020	EPI_ISL_593427		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC16021/2020	EPI_ISL_640689		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC16302/2020	EPI_ISL_641214		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC17033/2020	EPI_ISL_663695	MW320808.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC16300/2020	EPI_ISL_640872		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC15880/2020	EPI_ISL_641177		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC15900/2020	EPI_ISL_640965		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC15888/2020	EPI_ISL_641041		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC12551/2020	EPI_ISL_563571		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
Australia/VIC11003/2020	EPI_ISL_562004		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
Australia/VIC14950/2020	EPI_ISL_593075		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/NSW1132/2020	EPI_ISL_593744		South Eastern Area Laboratory Services (SEALS)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/VIC15695/2020	EPI_ISL_592567		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC15685/2020	EPI_ISL_593412		Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Australia/VIC17760/2020	EPI_ISL_779431		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/SA0473/2020	EPI_ISL_508606		SA Pathology	SA Pathology	Lex Leong et al
Australia/SA0476/2020	EPI_ISL_510542		SA Pathology	SA Pathology	Lex Leong et al
Australia/SA0480/2020	EPI_ISL_510544		SA Pathology	SA Pathology	Lex Leong et al
Australia/SA0481/2020	EPI_ISL_513911		SA Pathology	SA Pathology	Lex Leong et al
Australia/VIC7228/2020	EPI_ISL_561438		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
Australia/TAS00279/2020	EPI_ISL_577607		Royal Hobart Hospital	Royal Hobart Hospital	Cooley L. et al
Australia/VIC17612/2020	EPI_ISL_663309	MW320857.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC16765/2020	EPI_ISL_663572	MW321205.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/QLD958/2020	EPI_ISL_530239		Queensland Health Forensic and Scientific Services, Public Health Virology	Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health	Son Nguyen et al
Australia/QLD1339/2020	EPI_ISL_849682		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Australia/SA0443/2020	EPI_ISL_508134		SA Pathology	SA Pathology	Lex Leong et al
Australia/VIC12365/2020	EPI_ISL_640324		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC14384/2020	EPI_ISL_591618		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC18849/2020	EPI_ISL_2839587		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/SA0472/2020	EPI_ISL_508605		SA Pathology	SA Pathology	Lex Leong et al
Australia/VIC7224/2020	EPI_ISL_561876		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
Australia/VIC2400/2020	EPI_ISL_522116	MT969480.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/NT51/2020	EPI_ISL_521860	MT972099.1	Royal Darwin Hospital Pathology	MDU-PHL	Meumann et al
Australia/WA174/2020	EPI_ISL_596737		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/VIC2537/2020	EPI_ISL_522230	MT969530.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC2638/2020	EPI_ISL_521484	MT972339.1	Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Australia/VIC2656/2020	EPI_ISL_521502	MT972357.1	Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Australia/NT53/2020	EPI_ISL_521862	MT972098.1	Royal Darwin Hospital Pathology	MDU-PHL	Meumann et al
Australia/SA0477/2020	EPI_ISL_510543		SA Pathology	SA Pathology	Lex Leong et al
Australia/VIC14294/2020	EPI_ISL_592439		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC14119/2020	EPI_ISL_591814		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC11354/2020	EPI_ISL_561934		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
Australia/VIC10505/2020	EPI_ISL_561747		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
Australia/VIC18031/2020	EPI_ISL_779640		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/WA112/2020	EPI_ISL_512765		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/VIC3833/2020	EPI_ISL_520546	MT970200.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/QLD993/2020	EPI_ISL_530253		Queensland Health Forensic and Scientific Services, Public Health Virology	Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health	Son Nguyen et al
Australia/VIC11169/2020	EPI_ISL_563281		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
Australia/QLD957/2020	EPI_ISL_530240		Queensland Health Forensic and Scientific Services, Public Health Virology	Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health	Son Nguyen et al
Australia/SA0474/2020	EPI_ISL_508607		SA Pathology	SA Pathology	Lex Leong et al
Australia/QLD999/2020	EPI_ISL_530257		Queensland Health Forensic and Scientific Services, Public Health Virology	Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health	Son Nguyen et al
Australia/QLD998/2020	EPI_ISL_530256		Queensland Health Forensic and Scientific Services, Public Health Virology	Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health	Son Nguyen et al
Australia/VIC12539/2020	EPI_ISL_640845		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC12281/2020	EPI_ISL_591948		Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Australia/VIC15005/2020	EPI_ISL_592739		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC17467/2020	EPI_ISL_663897	MW321120.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC12922/2020	EPI_ISL_563607		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
Australia/VIC16198/2020	EPI_ISL_640337		Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Australia/VIC15686/2020	EPI_ISL_592783		Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Australia/VIC15683/2020	EPI_ISL_593411		Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Australia/QLD1007/2020	EPI_ISL_530248		Queensland Health Forensic and Scientific Services, Public Health Virology	Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health	Son Nguyen et al
Australia/QLD1047/2020	EPI_ISL_576135		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Australia/QLD1052/2020	EPI_ISL_576139		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Australia/QLD1029/2020	EPI_ISL_530281		Queensland Health Forensic and Scientific Services, Public Health Virology	Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health	Son Nguyen et al
Australia/QLD1050/2020	EPI_ISL_576137		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Australia/QLD1060/2020	EPI_ISL_576144		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Australia/QLD1054/2020	EPI_ISL_576140		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Australia/QLD1138/2020	EPI_ISL_593640		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Australia/QLD1143/2020	EPI_ISL_593644		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Australia/QLD1146/2020	EPI_ISL_593645		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Australia/QLD1030/2020	EPI_ISL_530282		Queensland Health Forensic and Scientific Services, Public Health Virology	Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health	Son Nguyen et al
Australia/QLD1043/2020	EPI_ISL_576131		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Australia/QLD1056/2020	EPI_ISL_576141		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Australia/QLD1097/2020	EPI_ISL_593616		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Australia/QLD1119/2020	EPI_ISL_593635		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Australia/QLD1024/2020	EPI_ISL_530278		Queensland Health Forensic and Scientific Services, Public Health Virology	Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health	Son Nguyen et al
Australia/QLD1031/2020	EPI_ISL_530283		Queensland Health Forensic and Scientific Services, Public Health Virology	Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health	Son Nguyen et al
Australia/QLD959/2020	EPI_ISL_530225		Queensland Health Forensic and Scientific Services, Public Health Virology	Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health	Son Nguyen et al
Australia/QLD1008/2020	EPI_ISL_530249		Queensland Health Forensic and Scientific Services, Public Health Virology	Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health	Son Nguyen et al
Australia/QLD1006/2020	EPI_ISL_530247		Queensland Health Forensic and Scientific Services, Public Health Virology	Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health	Son Nguyen et al
Australia/QLD1000/2020	EPI_ISL_530258		Queensland Health Forensic and Scientific Services, Public Health Virology	Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health	Son Nguyen et al
Australia/QLD1025/2020	EPI_ISL_530279		Queensland Health Forensic and Scientific Services, Public Health Virology	Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health	Son Nguyen et al
Australia/QLD1046/2020	EPI_ISL_576134		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Australia/QLD1142/2020	EPI_ISL_593643		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Australia/QLD1001/2020	EPI_ISL_530259		Queensland Health Forensic and Scientific Services, Public Health Virology	Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health	Son Nguyen et al
Australia/QLD1141/2020	EPI_ISL_593642		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Australia/QLD1140/2020	EPI_ISL_593641		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Ecuador/EC-G-5319/2020	EPI_ISL_826811		INSPI-CRN DE INFLUENZA Y OTROS VIRUS RESPIRATORIOS	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Latvia/042/2020	EPI_ISL_486425		Latvijas Infektoloģijas centrs	Latvian Biomedical Research and Study Centre	Ivars Silamiķelis et al
Germany/HH-hpi-p2011/2020	EPI_ISL_775721		University Medical Center Hamburg Eppendorf	Heinrich Pette Institute, Leibniz Institute for Experimental Virology	Alexis Robitaille et al
Venezuela/VEN-89312/2020	EPI_ISL_476702		Incubadora Venezolana de Ciencia, Venezuela	Incubadora Venezolana de Ciencia, Venezuela / Instituto Nacional de Salud, Bogotá, Colombia / Grupo de Investigaciones Microbiológicas-UR (GIMUR), Departamento de Biología, Facultad de Ciencias Naturales, Universidad del Rosario, Bogotá, Colombia / Icahn School of Medicine at Mount Sinai, New York, USA	Alberto Paniz-Mondolfi et al
Canada/ON-SLB3076/2020	EPI_ISL_717746		Kingston Health Sciences Centre and Queen's University	Ontario Institute for Cancer Research	Prameet M. Sheth et al
Ireland/LH-NVRL-20IRL26172/2020	EPI_ISL_501260		National Virus Reference Laboratory	National Virus Reference Laboratory	Michael Carr et al
Sweden/20-53094/2020	EPI_ISL_648145		The Public Health Agency of Sweden	The Public Health Agency of Sweden	Anna-Malin Linde et al
Ireland/D-NVRL-MPA24205/2020	EPI_ISL_671337		National Virus Reference Laboratory	Irish Coronavirus Sequencing Consortium - Teagasc Moorepark	Calm Walsh et al
Switzerland/BL-ETHZ-220036/2020	EPI_ISL_512017		Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
