strain	gisaid_epi_isl	genbank_accession	originating_lab	submitting_lab	author
Serbia/C18510/2020	EPI_ISL_1056970		Institute of Biocides and Medical Ecology, Belgarde, Serbia	Virology Department Institute of Microbiology and Immunology Faculty of Medicine University of Belgrade	Banko Ana et al
NewZealand/20VR3879/2020	EPI_ISL_548145		Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Kosovo/KM-08332107/2020	EPI_ISL_582530	MW127523.1	Laboratory Diagnostic, Veterinary Specialized Institute Kraljevo	Laboratory Diagnostic, Veterinary Specialized Institute Kraljevo	Vidanovic et al
Denmark/DCGC-1884/2020	EPI_ISL_622601		Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Denmark	Albertsen lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortia et al
Serbia/C17274/2020	EPI_ISL_1056956		Institute of Biocides and Medical Ecology, Belgarde, Serbia	Virology Department Institute of Microbiology and Immunology Faculty of Medicine University of Belgrade	Banko Ana et al
Serbia/C25036/2020	EPI_ISL_1061429		Institute of Biocides and Medical Ecology, Belgarde, Serbia	Virology Department Institute of Microbiology and Immunology Faculty of Medicine University of Belgrade	Banko Ana et al
Serbia/L3072/2020	EPI_ISL_891267		Institute of Biocides and Medical Ecology, Belgarde, Serbia	Virology department Institute of microbiology and immunology Faculty of Medicine University of Belgrade	Banko Ana et al
Kosovo/KM-043980912/2020	EPI_ISL_904008	MW548720.1	Laboratory Diagnostic, Veterinary Specialized Institute Kraljevo	Laboratory Diagnostic, Veterinary Specialized Institute Kraljevo	Vidanovic et al
Luxembourg/LNS2961665/2020	EPI_ISL_740226		Laboratoire national de santé, Microbiology, Virology	Laboratoire national de santé, Microbiology, Microbial Genomics Platform	Anke Wienecke-Baldacchino et al
Serbia/Belgrade-2978291101/2021	EPI_ISL_1654821		Institute of Virology, Vaccines and Sera "Torlak"	Institute of microbiology and Immunology, Faculty of Medicine, University of Belgrade	Knezevic et al
Serbia/Belgrade-34N290501/2021	EPI_ISL_1740501		Laboratory Batajnica	Institute of microbiology and Immunology, Faculty of Medicine, University of Belgrade	Knezevic et al
Serbia/C16875/2020	EPI_ISL_891269		Institute of Biocides and Medical Ecology, Belgarde, Serbia	Virology department Institute of microbiology and immunology Faculty of Medicine University of Belgrade	Banko Ana et al
CzechRepublic/NRL_9604/2020	EPI_ISL_626591		The National Institute of Public Health	State Veterinary Institute Prague	Nagy et al
CzechRepublic/NRL_9743/2020	EPI_ISL_626606		The National Institute of Public Health	State Veterinary Institute Prague	Nagy et al
Switzerland/ZH-ETHZ-200016/2020	EPI_ISL_510705		Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
Serbia/Belgrade-C322591611/2020	EPI_ISL_955165		Institute for Biocides and Medical Ecology	Institute of microbiology and Immunology, Faculty of Medicine, University of Belgrade	Knezevic et al
Serbia/Belgrade-2905641312/2020	EPI_ISL_1017685		Institute of Virology, Vaccines and Sera ''Torlak''	Institute of microbiology and Immunology, Faculty of Medicine, University of Belgrade	Knezevic et al
Slovakia/14237-VHU5042/2020	EPI_ISL_2276073		Regional Authority of Public Health Trenčín	Veterinary institute in Zvolen Slovakia	Dirbáková Z. et al
Slovakia/13537-VHU4684/2020	EPI_ISL_2276072		Regional Authority of Public Health Trenčín	Veterinary institute in Zvolen Slovakia	Dirbáková Z. et al
BosniaandHerzegovina/AGC-SAR-002/2020	EPI_ISL_722209		Dom Zdravlja Sarajevo	Alea Genetic Center	Salihefendic L. et al
BosniaandHerzegovina/VFS-UNSA-LMGFI007/2020	EPI_ISL_955150		University of Sarajevo, Veterinary Faculty, Laboratory for Molecular Diagnostic and Research Laboratory	University of Sarajevo, Veterinary Faculty, Laboratory for Molecular Diagnostic and Research Laboratory	Goletić T. et al
Kosovo/KM-09962407/2020	EPI_ISL_541655		Laboratory Diagnostic, Veterinary Specialized Institute Kraljevo	Laboratory Diagnostic, Veterinary Specialized Institute Kraljevo	Vidanovic et al
Kosovo/KM-0370707/2020	EPI_ISL_541651		Laboratory Diagnostic, Veterinary Specialized Institute Kraljevo	Laboratory Diagnostic, Veterinary Specialized Institute Kraljevo	Vidanovic et al
Bulgaria/21BG-EU_448_Pl5/2020	EPI_ISL_1302128		National Center of Infectious and Parasitic Diseases	National Center of Infectious and Parasitic Diseases	Alexiev et al
Bulgaria/21BG-EU_000038_Pl1/2021	EPI_ISL_1233477		National Center for Infectious and Parasitic Diseases (NCIPD)	National Center for Infectious and Parasitic Diseases (NCIPD)	Alexiev et al
Greece/88004/2020	EPI_ISL_2301976		Greek Genome Center, Biomedical Research Foundation of the Academy of Athens (BRFAA)	Greek Genome Center, Biomedical Research Foundation of the Academy of Athens (BRFAA)	Emmanouil Athanasiadis et al
Greece/91849/2021	EPI_ISL_2369066		Greek Genome Center, Biomedical Research Foundation of the Academy of Athens (BRFAA)	Greek Genome Center, Biomedical Research Foundation of the Academy of Athens (BRFAA)	Emmanouil Athanasiadis et al
Chile/RM-110525/2020	EPI_ISL_746564		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/RM-6773/2021	EPI_ISL_1167769		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/RM-230336/2020	EPI_ISL_1167708		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/RM-230441/2020	EPI_ISL_1167709		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Peru/LIM-INS-375/2020	EPI_ISL_1111273		Laboratorio de Referencia Nacional de Virus Respiratorio. Instituto Nacional de Salud Perú	Laboratorio de Referencia Nacional de Enteropatógenos. Instituto Nacional de Salud del Perú	Ronnie Gavilan Chavez et al
Cameroon/Yaounde-ECO43/2020	EPI_ISL_1190767		CREMER(Centre de Rechercherches sur les Maladies Emergentes et Ré-émergentes)	TransVIHMI(Recherches Translationnelles sur le VIH et les Maladies Infectieuses)	Celestin Godwe et al
Cameroon/GAROUA-CoV2053/2021	EPI_ISL_1790095		Centre Pasteur Annexe de Garoua	Institut Pasteur de Dakar	Njouom Richard et al
Ecuador/USFQ-734/2021	EPI_ISL_877559		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
Ecuador/USFQ-732/2021	EPI_ISL_877557		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
Ecuador/USFQ-735/2021	EPI_ISL_877560		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
Peru/LIM-UPCH-0284/2020	EPI_ISL_812446		Laboratorio de Referencia Nacional de Virus Respiratorios, Instituto Nacional de Salud Peru	Laboratorio de Genómica Microbiana, Universidad Peruana Cayetano Heredia	Pablo Tsukayama et al
Ecuador/USFQ-1541-UTPL108/2021	EPI_ISL_2689832		Health sciences Department, Universidad Técnica Particular de Loja	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
Ecuador/USFQ-1542-UTPL109/2021	EPI_ISL_2689833		Health sciences Department, Universidad Técnica Particular de Loja	Institute of Microbiology, Universidad San Francisco de Quito	Fernanda Zurita et al
Peru/LIM-INS-181/2020	EPI_ISL_1092333		Laboratorio de Referencia Nacional de Virus Respiratorio. Instituto Nacional de Salud Perú	Laboratorio de Referencia Nacional de Biotecnología y Biología Molecular. Instituto Nacional de Salud Perú	Carlos Padilla Rojas et al
Ecuador/USFQ-183/2020	EPI_ISL_525434		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Juan José Guadalupe et al
Tunisia/ADAGE-18212/2020	EPI_ISL_710540	MW452533.1	Hôpital Fattouma-Bourguiba de Monastir	Laboratoire des Procédés de Criblage Moléculaire et Cellulaire-Centre de Biotechnologie de Sfax	Souissi et al
Tunisia/ADAGE-18505/2020	EPI_ISL_712060	MW452537.1	Hôpital Fattouma-Bourguiba de Monastir	Laboratoire des Procédés de Criblage Moléculaire et Cellulaire-Centre de Biotechnologie de Sfax	Souissi et al
Togo/BMC-92-20/2021	EPI_ISL_2278010		Institut National d’Hygiène (INH)	Unité Mixte Internationale TransVIHMI (UMI 233 IRD – U1175 INSERM - Université de Montpellier)IRD (Institut de recherche pour le développement)	Mounerou SALOU et al
Ecuador/USFQ-219/2020	EPI_ISL_539789		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
NewZealand/20CV0174/2020	EPI_ISL_548043		North Shore Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0057/2020	EPI_ISL_547971		LabTests	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0061/2020	EPI_ISL_547975		LabTests	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0079/2020	EPI_ISL_547985		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0241/2020	EPI_ISL_548075		North Shore Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0150/2020	EPI_ISL_548026		LabPLUS	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0084/2020	EPI_ISL_547989		LabTests	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0120/2020	EPI_ISL_548006		Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0343/2020	EPI_ISL_579097		LabPLUS	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0068/2020	EPI_ISL_547977		LabTests	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0117/2020	EPI_ISL_548003		Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0078/2020	EPI_ISL_547984		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20VR3920/2020	EPI_ISL_548102		Waikato Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20VR3919/2020	EPI_ISL_548101		Waikato Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20VR3911/2020	EPI_ISL_548103		Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0258/2020	EPI_ISL_548083		LabPLUS	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0240/2020	EPI_ISL_548074		Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0145/2020	EPI_ISL_548023		LabPLUS	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0187/2020	EPI_ISL_548054		Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0217/2020	EPI_ISL_548064		Waikato Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0242/2020	EPI_ISL_548076		North Shore Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0235/2020	EPI_ISL_548073		LabPLUS	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0355/2020	EPI_ISL_579101		Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0338/2020	EPI_ISL_579094		North Shore Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0341/2020	EPI_ISL_579096		North Shore Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0337/2020	EPI_ISL_579093		North Shore Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
UnitedArabEmirates/1776/2020	EPI_ISL_859578		BTC, Khalifa University	BTC, Khalifa University	Al Safar et al
Belgium/rega-0427607/2020	EPI_ISL_734658		UZ Leuven, National Reference Laboratory for Coronaviruses, Laboratory Medicine, Leuven, Belgium	KU Leuven, Rega Institute, Clinical and Epidemiological Virology	Tony Wawina-Bokalanga et al
Turkey/CTF_15062020_067/2020	EPI_ISL_2015107		IU-Cerrahpasa, Cerrahpasa School of Medicine, COVID-19 Lab	IU-Cerrahpasa, Cerrahpasa School of Medicine, COVID-19 Lab	Mert Kuskucu et al
Bangladesh/BCSIR-NILMRC-194/2020	EPI_ISL_483699	MT731664.1	National Institute of Laboratory Medicine and Referral Center	Genomic Research Lab, BCSIR	Abu Sayeed Mohammad Mahmud et al
Bangladesh/DNAS-isl-116/2020	EPI_ISL_605913	MT607976.1	NGS Lab, DNA SOLUTION LTD.	NGS Lab, DNA SOLUTION LTD.	Khan et al
Greece/6462/2021	EPI_ISL_2301773		Laboratory of Molecular Biology, Mamatsio General Hospital of Kozani	Greek Genome Center, Biomedical Research Foundation of the Academy of Athens (BRFAA)	Emmanouil Athanasiadis et al
Portugal/IGC3863/2020	EPI_ISL_491212		Instituto Gulbenkian de Ciência	Instituto Gulbenkian de Ciência	Cathy Paulino et al
Brazil/PE-UFPE017/2020	EPI_ISL_1117394		Nucleo de Pesquisa em Inovacao Terapeutica - UFPE	LABBE, Federal University of Pernambuco	Wilson Jose da Silva Junior et al
Nigeria/NG57839/2020	EPI_ISL_654794	MT994707.1	Centre for Human Virology & Genomics, Nigerian Institute of Medical Research	Centre for Human Virology & Genomics, Nigerian Institute of Medical Research	Shaibu et al
Nigeria/EK025-CV58/2020	EPI_ISL_487098		Nigeria Centre for Disease Control (NCDC)	African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), Redeemer's University, Ede, Osun State, Nigeria	Oluniyi P.E. et al B (https://virological.org/t/new-sars-cov-2-genomes-from-nigeria-reveals-dominance-of-viruses-with-spike-protein-mutation-d614g-and-additional-virus-lineages-in-circulation/527)
Nigeria/KN-CV252/2020	EPI_ISL_729937		Nigeria Centre for Disease Control (NCDC)	African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), Redeemer's University, Ede, Osun State, Nigeria	Oluniyi P.E. et al C
Togo/BMC-19125-20/2020	EPI_ISL_1434443		Institut National d'Hygiène	Unité Mixte Internationale TransVIHMI (UMI 233 IRD – U1175 INSERM - Université de Montpellier) IRD (Institut de recherche pour le développement)	Mounerou SALOU et al
Nigeria/S16/2020	EPI_ISL_2501086		Centre for Human Virology and Genomics, Microbiology Department, Nigerian Institute of Medical Research	Central Research Laboratory, Nigerian Institute of Medical Research	Chika Kingsley Onwuamah et al
USA/TX-HMH-5279/2020	EPI_ISL_544648		Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
Chile/RM-170031/2020	EPI_ISL_746708		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Switzerland/GE-33090665/2021	EPI_ISL_953658	FR991394.1	University Hospitals of Geneva, Laboratory of Virology	HUG, Laboratory of Virology and the Health2030 Genome Center	Samuel Cordey et al
Egypt/NRC-5461/2020	EPI_ISL_2232343		Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Rabeh El-Shesheny et al
Egypt/NRC-462/2020	EPI_ISL_2232345		Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Rabeh El-Shesheny et al
Chile/RM-108999/2020	EPI_ISL_746550		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Bolivia/26946/2020	EPI_ISL_837566		Centro Nacional de Enfermedades Tropicales (CENETROP)	Laboratory of Respiratory Viruses and Measles, Oswaldo Cruz Institute, FIOCRUZ	Paola Resende et al A
NewZealand/20VR1618/2020	EPI_ISL_456228	MZ331954.1	Southern Community Labs Dunedin	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
Australia/NSW2495/2020	EPI_ISL_527024		Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Rawlinson et al
Belgium/ITM_C5189_200701416/2020	EPI_ISL_649154		Queen Astrid Military Hospital	Institute of Tropical Medicine	Philippe Selhorst et al
Norway/2831/2020	EPI_ISL_493384		Hospital of Southern Norway - Kristiansand, Department of Medical Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
Ukraine/ChVir23535_99/2021	EPI_ISL_1112338		Public Health Center of Ukraine	Charité Universitätsmedizin Berlin, Institute of Virology	Victor M Corman et al
Zimbabwe/ZW-6970/2020	EPI_ISL_647980	LR963422.1	National Microbiology Reference Laboratory	Quadram Institute Bioscience	Thanh Le Viet et al
Zimbabwe/ZW-28979/2020	EPI_ISL_1191818		National Microbiology Reference Laboratory	Quadram Institute Bioscience	Tapfumanei Mashe et al
Zimbabwe/ZW-29055/2020	EPI_ISL_1191822		National Microbiology Reference Laboratory	Quadram Institute Bioscience	Tapfumanei Mashe et al
Zambia/ZMB-22466/2020	EPI_ISL_977365		University of Zambia, School of Veterinary Medicine	UNZAVET and PATH	Mulenga Mwenda-Chimfwembe et al
Zambia/ZMB-37041/2020	EPI_ISL_977434		University of Zambia, School of Veterinary Medicine	UNZAVET and PATH	Mulenga Mwenda-Chimfwembe et al
Zambia/ZMB-42383/2020	EPI_ISL_2803558		University of Zambia, School of Veterinary Medicine	UNZAVET and PATH	Mulenga Mwenda-Chimfwembe et al
Ecuador/HGSQ-USFQ-018/2020	EPI_ISL_422563		Institute of Microbiology Universidad San Francisco de Quito	Institute of Microbiology Universidad San Francisco de Quito	Belen Prado-Vivar et al (https://dx.doi.org/10.1101/2020.06.11.20128330)
USA/TX-HMH-MCoV-15750/2020	EPI_ISL_785434		Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
Australia/VIC8414/2020	EPI_ISL_1055334		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC17639/2020	EPI_ISL_663961	MW320795.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC2525/2020	EPI_ISL_522219	MT969516.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC1678/2020	EPI_ISL_456580	MT612266.1	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute	Caly L. et al B
Australia/VIC1728/2020	EPI_ISL_456628	MT612309.1	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute	Caly L. et al B
Australia/VIC5765/2020	EPI_ISL_518563		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC15178/2020	EPI_ISL_593173		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/NSW2520/2020	EPI_ISL_509521		Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Rawlinson et al
Australia/VIC5516/2020	EPI_ISL_518351	MT971537.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC13386/2020	EPI_ISL_563708		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
Australia/NSW1067/2020	EPI_ISL_593675		Pathology West - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/VIC6045/2020	EPI_ISL_518086	MT973139.1	Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Australia/TAS00279/2020	EPI_ISL_577607		Royal Hobart Hospital	Royal Hobart Hospital	Cooley L. et al
Australia/SA0473/2020	EPI_ISL_508606		SA Pathology	SA Pathology	Lex Leong et al
Australia/SA0476/2020	EPI_ISL_510542		SA Pathology	SA Pathology	Lex Leong et al
Australia/SA0480/2020	EPI_ISL_510544		SA Pathology	SA Pathology	Lex Leong et al
Australia/SA0481/2020	EPI_ISL_513911		SA Pathology	SA Pathology	Lex Leong et al
Australia/VIC10571/2020	EPI_ISL_562963		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
Australia/VIC16021/2020	EPI_ISL_640689		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC16302/2020	EPI_ISL_641214		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC14041/2020	EPI_ISL_563942		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
Australia/VIC14764/2020	EPI_ISL_592989		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC12855/2020	EPI_ISL_561834		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
Australia/VIC15675/2020	EPI_ISL_593410		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC15984/2020	EPI_ISL_641104		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC13891/2020	EPI_ISL_563867		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
Australia/VIC15520/2020	EPI_ISL_593347		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC14075/2020	EPI_ISL_563957		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
Australia/VIC2281/2020	EPI_ISL_522003	MT969423.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC2328/2020	EPI_ISL_522049	MT969471.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC2310/2020	EPI_ISL_522031	MT969453.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC7210/2020	EPI_ISL_564285		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
Australia/VIC2287/2020	EPI_ISL_522009	MT969429.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/WA153/2020	EPI_ISL_596716		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/WA163/2020	EPI_ISL_596726		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/VIC2271/2020	EPI_ISL_521993	MT969411.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/WA180/2020	EPI_ISL_596743		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/NSW992/2020	EPI_ISL_591503		South Eastern Area Laboratory Services (SEALS)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW2579/2020	EPI_ISL_509523		Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Rawlinson et al
Australia/NSW735/2020	EPI_ISL_513378		Pathology West - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW759/2020	EPI_ISL_513401		Sydney South West Pathology Service (SSWPS) - Liverpool Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW983/2020	EPI_ISL_591509		Sydney South West Pathology Service (SSWPS) - Liverpool Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW935/2020	EPI_ISL_547600		Histopath	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW1006/2020	EPI_ISL_591513		Sydney South West Pathology Service (SSWPS) - Liverpool Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW1008/2020	EPI_ISL_591515		Sydney South West Pathology Service (SSWPS) - Liverpool Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW971/2020	EPI_ISL_545043		Sydney South West Pathology Service (SSWPS) - Royal Prince Alfred Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW977/2020	EPI_ISL_545049		Sydney South West Pathology Service (SSWPS) - Concord Repatriation General Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW929/2020	EPI_ISL_547594		Sydney South West Pathology Service (SSWPS) - Liverpool Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW956/2020	EPI_ISL_545028		Sydney South West Pathology Service (SSWPS) - Royal Prince Alfred Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW952/2020	EPI_ISL_545024		Australian Clinical Labs	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW975/2020	EPI_ISL_545047		Pathology West - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW693/2020	EPI_ISL_513336		Sydney South West Pathology Service (SSWPS) - Liverpool Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW744/2020	EPI_ISL_513387		Pathology North - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW746/2020	EPI_ISL_699650		Douglas Hanly Moir	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
