Strain	WindowStart	WindowEnd	FractionIdentical
KY417142_Bat_SARS_like_CoV_As6526	9545	9644	0.74
KY417142_Bat_SARS_like_CoV_As6526	9575	9674	0.75
KY417142_Bat_SARS_like_CoV_As6526	9605	9704	0.69
KY417142_Bat_SARS_like_CoV_As6526	9635	9734	0.68
KY417142_Bat_SARS_like_CoV_As6526	9665	9764	0.67
KY417142_Bat_SARS_like_CoV_As6526	9695	9794	0.71
KY417142_Bat_SARS_like_CoV_As6526	9725	9824	0.75
KY417142_Bat_SARS_like_CoV_As6526	9755	9854	0.78
KY417142_Bat_SARS_like_CoV_As6526	9785	9884	0.76
KY417142_Bat_SARS_like_CoV_As6526	9815	9914	0.78
KY417142_Bat_SARS_like_CoV_As6526	9845	9944	0.75
KY417142_Bat_SARS_like_CoV_As6526	9875	9974	0.77
KY417142_Bat_SARS_like_CoV_As6526	9905	10004	0.8
KY417142_Bat_SARS_like_CoV_As6526	9935	10034	0.81
KY417142_Bat_SARS_like_CoV_As6526	9965	10064	0.86
KY417142_Bat_SARS_like_CoV_As6526	9995	10094	0.89
KY417142_Bat_SARS_like_CoV_As6526	10025	10124	0.86
KY417142_Bat_SARS_like_CoV_As6526	10055	10154	0.83
KY417142_Bat_SARS_like_CoV_As6526	10085	10184	0.8
KY417142_Bat_SARS_like_CoV_As6526	10115	10214	0.79
KY417142_Bat_SARS_like_CoV_As6526	10145	10244	0.82
KY417142_Bat_SARS_like_CoV_As6526	10175	10274	0.8
KY417142_Bat_SARS_like_CoV_As6526	10205	10304	0.81
KY417142_Bat_SARS_like_CoV_As6526	10235	10334	0.8
KY417142_Bat_SARS_like_CoV_As6526	10265	10364	0.84
KY417142_Bat_SARS_like_CoV_As6526	10295	10394	0.84
KY417142_Bat_SARS_like_CoV_As6526	10326	10425	0.83
KY417142_Bat_SARS_like_CoV_As6526	10356	10455	0.8
KY417142_Bat_SARS_like_CoV_As6526	10386	10485	0.81
KY417142_Bat_SARS_like_CoV_As6526	10416	10515	0.85
KY417142_Bat_SARS_like_CoV_As6526	10446	10545	0.82
KY417142_Bat_SARS_like_CoV_As6526	10476	10575	0.84
KY417142_Bat_SARS_like_CoV_As6526	10506	10605	0.8
KY417142_Bat_SARS_like_CoV_As6526	10536	10635	0.81
KY417142_Bat_SARS_like_CoV_As6526	10566	10665	0.82
KY417142_Bat_SARS_like_CoV_As6526	10596	10695	0.82
KY417142_Bat_SARS_like_CoV_As6526	10626	10725	0.82
KY417142_Bat_SARS_like_CoV_As6526	10656	10755	0.85
KY417142_Bat_SARS_like_CoV_As6526	10686	10785	0.87
KY417142_Bat_SARS_like_CoV_As6526	10716	10815	0.88
KY417142_Bat_SARS_like_CoV_As6526	10746	10845	0.9
KY417142_Bat_SARS_like_CoV_As6526	10776	10875	0.85
KY417142_Bat_SARS_like_CoV_As6526	10806	10905	0.85
KY417142_Bat_SARS_like_CoV_As6526	10836	10935	0.81
KY417142_Bat_SARS_like_CoV_As6526	10866	10965	0.86
KY417142_Bat_SARS_like_CoV_As6526	10896	10995	0.77
KY417142_Bat_SARS_like_CoV_As6526	10926	11025	0.74
KY417142_Bat_SARS_like_CoV_As6526	10956	11055	0.67
KY417142_Bat_SARS_like_CoV_As6526	10986	11085	0.69
KY417142_Bat_SARS_like_CoV_As6526	11016	11115	0.71
KY417142_Bat_SARS_like_CoV_As6526	11046	11145	0.74
KY417142_Bat_SARS_like_CoV_As6526	11076	11175	0.73
KY417142_Bat_SARS_like_CoV_As6526	11106	11205	0.77
KY417142_Bat_SARS_like_CoV_As6526	11136	11235	0.82
KY417142_Bat_SARS_like_CoV_As6526	11166	11265	0.87
KY417142_Bat_SARS_like_CoV_As6526	11196	11295	0.86
KY417142_Bat_SARS_like_CoV_As6526	11226	11325	0.85
KY417142_Bat_SARS_like_CoV_As6526	11256	11355	0.81
KY417142_Bat_SARS_like_CoV_As6526	11286	11385	0.81
KY417142_Bat_SARS_like_CoV_As6526	11316	11415	0.81
KY417142_Bat_SARS_like_CoV_As6526	11346	11445	0.83
KY417142_Bat_SARS_like_CoV_As6526	11376	11475	0.83
KY417142_Bat_SARS_like_CoV_As6526	11406	11505	0.83
KY417142_Bat_SARS_like_CoV_As6526	11436	11535	0.82
KY417142_Bat_SARS_like_CoV_As6526	11466	11565	0.79
KY417142_Bat_SARS_like_CoV_As6526	11496	11595	0.76
KY417142_Bat_SARS_like_CoV_As6526	11526	11625	0.8
KY417142_Bat_SARS_like_CoV_As6526	11556	11655	0.78
KY417142_Bat_SARS_like_CoV_As6526	11586	11685	0.81
KY417142_Bat_SARS_like_CoV_As6526	11616	11715	0.84
KY417142_Bat_SARS_like_CoV_As6526	11646	11745	0.86
KY417142_Bat_SARS_like_CoV_As6526	11676	11775	0.8
KY417142_Bat_SARS_like_CoV_As6526	11706	11805	0.78
KY417142_Bat_SARS_like_CoV_As6526	11736	11835	0.77
KY417142_Bat_SARS_like_CoV_As6526	11766	11865	0.84
KY417142_Bat_SARS_like_CoV_As6526	11796	11895	0.82
KY417142_Bat_SARS_like_CoV_As6526	11826	11925	0.84
KY417142_Bat_SARS_like_CoV_As6526	11856	11955	0.83
KY417142_Bat_SARS_like_CoV_As6526	11886	11985	0.82
KY417142_Bat_SARS_like_CoV_As6526	11916	12015	0.79
KY417142_Bat_SARS_like_CoV_As6526	11946	12045	0.83
KY417142_Bat_SARS_like_CoV_As6526	11976	12075	0.84
KY417142_Bat_SARS_like_CoV_As6526	12006	12105	0.81
KY417142_Bat_SARS_like_CoV_As6526	12036	12135	0.79
KY417142_Bat_SARS_like_CoV_As6526	12066	12165	0.8
KY417142_Bat_SARS_like_CoV_As6526	12096	12195	0.86
KY417142_Bat_SARS_like_CoV_As6526	12126	12225	0.89
KY417142_Bat_SARS_like_CoV_As6526	12156	12255	0.93
KY417142_Bat_SARS_like_CoV_As6526	12186	12285	0.92
KY417142_Bat_SARS_like_CoV_As6526	12216	12315	0.93
KY417142_Bat_SARS_like_CoV_As6526	12246	12345	0.93
KY417142_Bat_SARS_like_CoV_As6526	12276	12375	0.94
KY417142_Bat_SARS_like_CoV_As6526	12306	12405	0.93
KY417142_Bat_SARS_like_CoV_As6526	12336	12435	0.91
KY417142_Bat_SARS_like_CoV_As6526	12366	12465	0.85
KY417142_Bat_SARS_like_CoV_As6526	12396	12495	0.82
KY417142_Bat_SARS_like_CoV_As6526	12426	12525	0.77
KY417142_Bat_SARS_like_CoV_As6526	12456	12555	0.77
KY417142_Bat_SARS_like_CoV_As6526	12486	12585	0.79
KY417142_Bat_SARS_like_CoV_As6526	12516	12615	0.87
KY417142_Bat_SARS_like_CoV_As6526	12546	12645	0.88
KY417142_Bat_SARS_like_CoV_As6526	12576	12675	0.88
KY417142_Bat_SARS_like_CoV_As6526	12606	12705	0.85
KY417142_Bat_SARS_like_CoV_As6526	12637	12736	0.88
KY417142_Bat_SARS_like_CoV_As6526	12667	12766	0.88
KY417142_Bat_SARS_like_CoV_As6526	12697	12796	0.83
KY417142_Bat_SARS_like_CoV_As6526	12727	12826	0.79
KY417142_Bat_SARS_like_CoV_As6526	12757	12856	0.78
KY417142_Bat_SARS_like_CoV_As6526	12787	12886	0.79
KY417142_Bat_SARS_like_CoV_As6526	12817	12916	0.85
KY417142_Bat_SARS_like_CoV_As6526	12847	12946	0.91
KY417142_Bat_SARS_like_CoV_As6526	12877	12976	0.88
KY417142_Bat_SARS_like_CoV_As6526	12907	13006	0.88
KY417142_Bat_SARS_like_CoV_As6526	12937	13036	0.85
KY417142_Bat_SARS_like_CoV_As6526	12967	13066	0.87
KY417142_Bat_SARS_like_CoV_As6526	12997	13096	0.85
KY417142_Bat_SARS_like_CoV_As6526	13027	13126	0.83
KY417142_Bat_SARS_like_CoV_As6526	13057	13156	0.83
KY417142_Bat_SARS_like_CoV_As6526	13087	13186	0.87
KY417142_Bat_SARS_like_CoV_As6526	13117	13216	0.86
KY417142_Bat_SARS_like_CoV_As6526	13147	13246	0.86
KY417142_Bat_SARS_like_CoV_As6526	13177	13276	0.82
KY417142_Bat_SARS_like_CoV_As6526	13207	13306	0.87
KY417142_Bat_SARS_like_CoV_As6526	13237	13336	0.88
KY417142_Bat_SARS_like_CoV_As6526	13267	13366	0.93
KY417142_Bat_SARS_like_CoV_As6526	13297	13396	0.93
KY417142_Bat_SARS_like_CoV_As6526	13327	13426	0.96
KY417142_Bat_SARS_like_CoV_As6526	13357	13456	0.91
KY417142_Bat_SARS_like_CoV_As6526	13387	13486	0.91
KY417142_Bat_SARS_like_CoV_As6526	13417	13516	0.92
KY417142_Bat_SARS_like_CoV_As6526	13447	13546	0.93
KY417142_Bat_SARS_like_CoV_As6526	13477	13576	0.93
KY417142_Bat_SARS_like_CoV_As6526	13507	13606	0.89
KY417142_Bat_SARS_like_CoV_As6526	13537	13636	0.84
KY417142_Bat_SARS_like_CoV_As6526	13567	13666	0.85
KY417142_Bat_SARS_like_CoV_As6526	13597	13696	0.83
KY417142_Bat_SARS_like_CoV_As6526	13627	13726	0.83
KY417142_Bat_SARS_like_CoV_As6526	13657	13756	0.8
KY417142_Bat_SARS_like_CoV_As6526	13687	13786	0.83
KY417142_Bat_SARS_like_CoV_As6526	13717	13816	0.88
KY417142_Bat_SARS_like_CoV_As6526	13747	13846	0.88
KY417142_Bat_SARS_like_CoV_As6526	13777	13876	0.89
KY417142_Bat_SARS_like_CoV_As6526	13807	13906	0.9
KY417142_Bat_SARS_like_CoV_As6526	13837	13936	0.93
KY417142_Bat_SARS_like_CoV_As6526	13867	13966	0.89
KY417142_Bat_SARS_like_CoV_As6526	13897	13996	0.88
KY417142_Bat_SARS_like_CoV_As6526	13927	14026	0.85
KY417142_Bat_SARS_like_CoV_As6526	13957	14056	0.86
KY417142_Bat_SARS_like_CoV_As6526	13987	14086	0.84
KY417142_Bat_SARS_like_CoV_As6526	14017	14116	0.81
KY417142_Bat_SARS_like_CoV_As6526	14047	14146	0.82
KY417142_Bat_SARS_like_CoV_As6526	14077	14176	0.77
KY417142_Bat_SARS_like_CoV_As6526	14107	14206	0.72
KY417142_Bat_SARS_like_CoV_As6526	14137	14236	0.68
KY417142_Bat_SARS_like_CoV_As6526	14167	14266	0.71
KY417142_Bat_SARS_like_CoV_As6526	14197	14296	0.73
KY417142_Bat_SARS_like_CoV_As6526	14227	14326	0.8
KY417142_Bat_SARS_like_CoV_As6526	14257	14356	0.83
KY417142_Bat_SARS_like_CoV_As6526	14287	14386	0.88
KY417142_Bat_SARS_like_CoV_As6526	14317	14416	0.88
KY417142_Bat_SARS_like_CoV_As6526	14347	14446	0.89
KY417142_Bat_SARS_like_CoV_As6526	14377	14476	0.92
KY417142_Bat_SARS_like_CoV_As6526	14407	14506	0.9
KY417142_Bat_SARS_like_CoV_As6526	14437	14536	0.88
KY417142_Bat_SARS_like_CoV_As6526	14467	14566	0.85
KY417142_Bat_SARS_like_CoV_As6526	14497	14596	0.85
KY417142_Bat_SARS_like_CoV_As6526	14527	14626	0.82
KY417142_Bat_SARS_like_CoV_As6526	14557	14656	0.89
KY417142_Bat_SARS_like_CoV_As6526	14587	14686	0.94
KY417142_Bat_SARS_like_CoV_As6526	14617	14716	0.96
KY417142_Bat_SARS_like_CoV_As6526	14647	14746	0.98
KY417142_Bat_SARS_like_CoV_As6526	14677	14776	0.97
KY417142_Bat_SARS_like_CoV_As6526	14707	14806	0.95
KY417142_Bat_SARS_like_CoV_As6526	14737	14836	0.95
KY417142_Bat_SARS_like_CoV_As6526	14767	14866	0.94
KY417142_Bat_SARS_like_CoV_As6526	14797	14896	0.95
KY417142_Bat_SARS_like_CoV_As6526	14827	14926	0.94
KY417142_Bat_SARS_like_CoV_As6526	14857	14956	0.93
KY417142_Bat_SARS_like_CoV_As6526	14887	14986	0.94
KY417142_Bat_SARS_like_CoV_As6526	14918	15017	0.94
KY417142_Bat_SARS_like_CoV_As6526	14948	15047	0.94
KY417142_Bat_SARS_like_CoV_As6526	14978	15077	0.95
KY417142_Bat_SARS_like_CoV_As6526	15008	15107	0.96
KY417142_Bat_SARS_like_CoV_As6526	15038	15137	1.0
KY417142_Bat_SARS_like_CoV_As6526	15068	15167	0.98
KY417142_Bat_SARS_like_CoV_As6526	15098	15197	0.97
KY417142_Bat_SARS_like_CoV_As6526	15128	15227	0.94
KY417142_Bat_SARS_like_CoV_As6526	15158	15257	0.92
KY417142_Bat_SARS_like_CoV_As6526	15188	15287	0.9
KY417142_Bat_SARS_like_CoV_As6526	15218	15317	0.89
KY417142_Bat_SARS_like_CoV_As6526	15248	15347	0.91
KY417142_Bat_SARS_like_CoV_As6526	15278	15377	0.91
KY417142_Bat_SARS_like_CoV_As6526	15308	15407	0.89
KY417142_Bat_SARS_like_CoV_As6526	15338	15437	0.89
KY417142_Bat_SARS_like_CoV_As6526	15368	15467	0.89
KY417142_Bat_SARS_like_CoV_As6526	15398	15497	0.9
KY417142_Bat_SARS_like_CoV_As6526	15428	15527	0.92
KY417142_Bat_SARS_like_CoV_As6526	15458	15557	0.92
KY417142_Bat_SARS_like_CoV_As6526	15488	15587	0.88
KY417142_Bat_SARS_like_CoV_As6526	15518	15617	0.86
KY417142_Bat_SARS_like_CoV_As6526	15548	15647	0.87
KY417142_Bat_SARS_like_CoV_As6526	15578	15677	0.85
KY417142_Bat_SARS_like_CoV_As6526	15608	15707	0.87
KY417142_Bat_SARS_like_CoV_As6526	15638	15737	0.82
KY417142_Bat_SARS_like_CoV_As6526	15668	15767	0.82
KY417142_Bat_SARS_like_CoV_As6526	15698	15797	0.82
KY417142_Bat_SARS_like_CoV_As6526	15728	15827	0.84
KY417142_Bat_SARS_like_CoV_As6526	15758	15857	0.92
KY417142_Bat_SARS_like_CoV_As6526	15788	15887	0.92
KY417142_Bat_SARS_like_CoV_As6526	15818	15917	0.93
KY417142_Bat_SARS_like_CoV_As6526	15848	15947	0.92
KY417142_Bat_SARS_like_CoV_As6526	15878	15977	0.88
KY417142_Bat_SARS_like_CoV_As6526	15908	16007	0.89
KY417142_Bat_SARS_like_CoV_As6526	15938	16037	0.88
KY417142_Bat_SARS_like_CoV_As6526	15968	16067	0.92
KY417142_Bat_SARS_like_CoV_As6526	15998	16097	0.93
KY417142_Bat_SARS_like_CoV_As6526	16028	16127	0.92
KY417142_Bat_SARS_like_CoV_As6526	16058	16157	0.91
KY417142_Bat_SARS_like_CoV_As6526	16088	16187	0.88
KY417142_Bat_SARS_like_CoV_As6526	16118	16217	0.9
KY417142_Bat_SARS_like_CoV_As6526	16148	16247	0.89
KY417142_Bat_SARS_like_CoV_As6526	16178	16277	0.87
KY417142_Bat_SARS_like_CoV_As6526	16208	16307	0.82
KY417142_Bat_SARS_like_CoV_As6526	16238	16337	0.78
KY417142_Bat_SARS_like_CoV_As6526	16268	16367	0.82
KY417142_Bat_SARS_like_CoV_As6526	16298	16397	0.88
KY417142_Bat_SARS_like_CoV_As6526	16328	16427	0.92
KY417142_Bat_SARS_like_CoV_As6526	16358	16457	0.89
KY417142_Bat_SARS_like_CoV_As6526	16388	16487	0.89
KY417142_Bat_SARS_like_CoV_As6526	16418	16517	0.88
KY417142_Bat_SARS_like_CoV_As6526	16448	16547	0.86
KY417142_Bat_SARS_like_CoV_As6526	16478	16577	0.88
KY417142_Bat_SARS_like_CoV_As6526	16508	16607	0.84
KY417142_Bat_SARS_like_CoV_As6526	16538	16637	0.86
KY417142_Bat_SARS_like_CoV_As6526	16568	16667	0.88
KY417142_Bat_SARS_like_CoV_As6526	16598	16697	0.87
KY417142_Bat_SARS_like_CoV_As6526	16628	16727	0.89
KY417142_Bat_SARS_like_CoV_As6526	16658	16757	0.9
KY417142_Bat_SARS_like_CoV_As6526	16688	16787	0.9
KY417142_Bat_SARS_like_CoV_As6526	16718	16817	0.91
KY417142_Bat_SARS_like_CoV_As6526	16748	16847	0.92
KY417142_Bat_SARS_like_CoV_As6526	16778	16877	0.94
KY417142_Bat_SARS_like_CoV_As6526	16808	16907	0.92
KY417142_Bat_SARS_like_CoV_As6526	16838	16937	0.89
KY417142_Bat_SARS_like_CoV_As6526	16868	16967	0.87
KY417142_Bat_SARS_like_CoV_As6526	16898	16997	0.9
KY417142_Bat_SARS_like_CoV_As6526	16928	17027	0.93
KY417142_Bat_SARS_like_CoV_As6526	16958	17057	0.96
KY417142_Bat_SARS_like_CoV_As6526	16988	17087	0.95
KY417142_Bat_SARS_like_CoV_As6526	17018	17117	0.95
KY417142_Bat_SARS_like_CoV_As6526	17048	17147	0.92
KY417142_Bat_SARS_like_CoV_As6526	17078	17177	0.93
KY417142_Bat_SARS_like_CoV_As6526	17108	17207	0.91
KY417142_Bat_SARS_like_CoV_As6526	17138	17237	0.93
KY417142_Bat_SARS_like_CoV_As6526	17168	17267	0.91
KY417142_Bat_SARS_like_CoV_As6526	17199	17298	0.92
KY417142_Bat_SARS_like_CoV_As6526	17229	17328	0.9
KY417142_Bat_SARS_like_CoV_As6526	17259	17358	0.87
KY417142_Bat_SARS_like_CoV_As6526	17289	17388	0.84
KY417142_Bat_SARS_like_CoV_As6526	17319	17418	0.83
KY417142_Bat_SARS_like_CoV_As6526	17349	17448	0.85
KY417142_Bat_SARS_like_CoV_As6526	17379	17478	0.84
KY417142_Bat_SARS_like_CoV_As6526	17409	17508	0.86
KY417142_Bat_SARS_like_CoV_As6526	17439	17538	0.9
KY417142_Bat_SARS_like_CoV_As6526	17469	17568	0.92
KY417142_Bat_SARS_like_CoV_As6526	17499	17598	0.94
KY417142_Bat_SARS_like_CoV_As6526	17529	17628	0.92
KY417142_Bat_SARS_like_CoV_As6526	17559	17658	0.9
KY417142_Bat_SARS_like_CoV_As6526	17589	17688	0.89
KY417142_Bat_SARS_like_CoV_As6526	17619	17718	0.88
KY417142_Bat_SARS_like_CoV_As6526	17649	17748	0.9
KY417142_Bat_SARS_like_CoV_As6526	17679	17778	0.91
KY417142_Bat_SARS_like_CoV_As6526	17709	17808	0.91
KY417142_Bat_SARS_like_CoV_As6526	17739	17838	0.87
KY417142_Bat_SARS_like_CoV_As6526	17769	17868	0.86
KY417142_Bat_SARS_like_CoV_As6526	17799	17898	0.83
KY417142_Bat_SARS_like_CoV_As6526	17829	17928	0.86
KY417142_Bat_SARS_like_CoV_As6526	17859	17958	0.84
KY417142_Bat_SARS_like_CoV_As6526	17889	17988	0.85
KY417142_Bat_SARS_like_CoV_As6526	17919	18018	0.85
KY417142_Bat_SARS_like_CoV_As6526	17949	18048	0.84
KY417142_Bat_SARS_like_CoV_As6526	17979	18078	0.84
KY417142_Bat_SARS_like_CoV_As6526	18009	18108	0.8
KY417142_Bat_SARS_like_CoV_As6526	18039	18138	0.83
KY417142_Bat_SARS_like_CoV_As6526	18069	18168	0.83
KY417142_Bat_SARS_like_CoV_As6526	18099	18198	0.86
KY417142_Bat_SARS_like_CoV_As6526	18129	18228	0.87
KY417142_Bat_SARS_like_CoV_As6526	18159	18258	0.92
KY417142_Bat_SARS_like_CoV_As6526	18189	18288	0.87
KY417142_Bat_SARS_like_CoV_As6526	18219	18318	0.87
KY417142_Bat_SARS_like_CoV_As6526	18249	18348	0.85
KY417142_Bat_SARS_like_CoV_As6526	18279	18378	0.83
KY417142_Bat_SARS_like_CoV_As6526	18309	18408	0.82
KY417142_Bat_SARS_like_CoV_As6526	18339	18438	0.79
KY417142_Bat_SARS_like_CoV_As6526	18369	18468	0.78
KY417142_Bat_SARS_like_CoV_As6526	18399	18498	0.79
KY417142_Bat_SARS_like_CoV_As6526	18429	18528	0.83
KY417142_Bat_SARS_like_CoV_As6526	18459	18558	0.84
KY417142_Bat_SARS_like_CoV_As6526	18489	18588	0.82
KY417142_Bat_SARS_like_CoV_As6526	18519	18618	0.82
KY417142_Bat_SARS_like_CoV_As6526	18549	18648	0.8
KY417142_Bat_SARS_like_CoV_As6526	18579	18678	0.81
KY417142_Bat_SARS_like_CoV_As6526	18609	18708	0.79
KY417142_Bat_SARS_like_CoV_As6526	18639	18738	0.79
KY417142_Bat_SARS_like_CoV_As6526	18669	18768	0.82
KY417142_Bat_SARS_like_CoV_As6526	18699	18798	0.83
KY417142_Bat_SARS_like_CoV_As6526	18729	18828	0.79
KY417142_Bat_SARS_like_CoV_As6526	18759	18858	0.85
KY417142_Bat_SARS_like_CoV_As6526	18789	18888	0.81
KY417142_Bat_SARS_like_CoV_As6526	18819	18918	0.87
KY417142_Bat_SARS_like_CoV_As6526	18849	18948	0.84
KY417142_Bat_SARS_like_CoV_As6526	18879	18978	0.82
KY417142_Bat_SARS_like_CoV_As6526	18909	19008	0.78
KY417142_Bat_SARS_like_CoV_As6526	18939	19038	0.8
KY417142_Bat_SARS_like_CoV_As6526	18969	19068	0.79
KY417142_Bat_SARS_like_CoV_As6526	18999	19098	0.83
KY417142_Bat_SARS_like_CoV_As6526	19029	19128	0.87
KY417142_Bat_SARS_like_CoV_As6526	19059	19158	0.86
KY417142_Bat_SARS_like_CoV_As6526	19089	19188	0.82
KY417142_Bat_SARS_like_CoV_As6526	19119	19218	0.77
KY417142_Bat_SARS_like_CoV_As6526	19149	19248	0.76
KY417142_Bat_SARS_like_CoV_As6526	19179	19278	0.73
KY417142_Bat_SARS_like_CoV_As6526	19209	19308	0.77
KY417142_Bat_SARS_like_CoV_As6526	19239	19338	0.84
KY417142_Bat_SARS_like_CoV_As6526	19269	19368	0.85
KY417142_Bat_SARS_like_CoV_As6526	19299	19398	0.86
KY417142_Bat_SARS_like_CoV_As6526	19329	19428	0.87
KY417142_Bat_SARS_like_CoV_As6526	19359	19458	0.89
KY417142_Bat_SARS_like_CoV_As6526	19389	19488	0.9
KY417142_Bat_SARS_like_CoV_As6526	19419	19518	0.86
KY417142_Bat_SARS_like_CoV_As6526	19449	19548	0.83
KY417142_Bat_SARS_like_CoV_As6526	19479	19578	0.81
KY417142_Bat_SARS_like_CoV_As6526	19510	19609	0.81
KY417142_Bat_SARS_like_CoV_As6526	19540	19639	0.84
KY417142_Bat_SARS_like_CoV_As6526	19570	19669	0.84
KY417142_Bat_SARS_like_CoV_As6526	19600	19699	0.81
KY417142_Bat_SARS_like_CoV_As6526	19630	19729	0.84
KY417142_Bat_SARS_like_CoV_As6526	19660	19759	0.84
KY417142_Bat_SARS_like_CoV_As6526	19690	19789	0.86
KY417142_Bat_SARS_like_CoV_As6526	19720	19819	0.87
KY417142_Bat_SARS_like_CoV_As6526	19750	19849	0.88
KY417142_Bat_SARS_like_CoV_As6526	19780	19879	0.89
KY417142_Bat_SARS_like_CoV_As6526	19810	19909	0.87
KY417142_Bat_SARS_like_CoV_As6526	19840	19939	0.84
KY417142_Bat_SARS_like_CoV_As6526	19870	19969	0.79
KY417142_Bat_SARS_like_CoV_As6526	19900	19999	0.78
KY417142_Bat_SARS_like_CoV_As6526	19930	20029	0.79
KY417142_Bat_SARS_like_CoV_As6526	19960	20059	0.8
KY417142_Bat_SARS_like_CoV_As6526	19990	20089	0.8
KY417142_Bat_SARS_like_CoV_As6526	20020	20119	0.81
KY417142_Bat_SARS_like_CoV_As6526	20050	20149	0.82
KY417142_Bat_SARS_like_CoV_As6526	20080	20179	0.81
KY417142_Bat_SARS_like_CoV_As6526	20110	20209	0.88
KY417142_Bat_SARS_like_CoV_As6526	20140	20239	0.78
KY417142_Bat_SARS_like_CoV_As6526	20170	20269	0.72
KY417142_Bat_SARS_like_CoV_As6526	20200	20299	0.75
KY417142_Bat_SARS_like_CoV_As6526	20230	20329	0.81
KY417142_Bat_SARS_like_CoV_As6526	20260	20359	0.81
KY417142_Bat_SARS_like_CoV_As6526	20290	20389	0.8
KY417142_Bat_SARS_like_CoV_As6526	20320	20419	0.74
KY417142_Bat_SARS_like_CoV_As6526	20350	20449	0.73
KY417142_Bat_SARS_like_CoV_As6526	20380	20479	0.79
KY417142_Bat_SARS_like_CoV_As6526	20410	20509	0.86
KY417142_Bat_SARS_like_CoV_As6526	20440	20539	0.88
KY417142_Bat_SARS_like_CoV_As6526	20470	20569	0.85
KY417142_Bat_SARS_like_CoV_As6526	20500	20599	0.79
KY417142_Bat_SARS_like_CoV_As6526	20530	20629	0.82
KY417142_Bat_SARS_like_CoV_As6526	20560	20659	0.84
KY417142_Bat_SARS_like_CoV_As6526	20590	20689	0.87
KY417142_Bat_SARS_like_CoV_As6526	20620	20719	0.88
KY417142_Bat_SARS_like_CoV_As6526	20650	20749	0.88
KY417142_Bat_SARS_like_CoV_As6526	20680	20779	0.81
KY417142_Bat_SARS_like_CoV_As6526	20710	20809	0.86
KY417142_Bat_SARS_like_CoV_As6526	20740	20839	0.84
KY417142_Bat_SARS_like_CoV_As6526	20770	20869	0.89
KY417142_Bat_SARS_like_CoV_As6526	20800	20899	0.87
KY417142_Bat_SARS_like_CoV_As6526	20830	20929	0.86
KY417142_Bat_SARS_like_CoV_As6526	20860	20959	0.84
KY417142_Bat_SARS_like_CoV_As6526	20890	20989	0.84
KY417142_Bat_SARS_like_CoV_As6526	20920	21019	0.85
KY417142_Bat_SARS_like_CoV_As6526	20950	21049	0.88
KY417142_Bat_SARS_like_CoV_As6526	20980	21079	0.88
KY417142_Bat_SARS_like_CoV_As6526	21010	21109	0.89
KY417142_Bat_SARS_like_CoV_As6526	21040	21139	0.85
KY417142_Bat_SARS_like_CoV_As6526	21070	21169	0.82
KY417142_Bat_SARS_like_CoV_As6526	21100	21199	0.86
KY417142_Bat_SARS_like_CoV_As6526	21130	21229	0.85
KY417142_Bat_SARS_like_CoV_As6526	21160	21259	0.9
KY417142_Bat_SARS_like_CoV_As6526	21190	21289	0.86
KY417142_Bat_SARS_like_CoV_As6526	21220	21319	0.82
KY417142_Bat_SARS_like_CoV_As6526	21250	21349	0.8
KY417142_Bat_SARS_like_CoV_As6526	21280	21379	0.79
KY417142_Bat_SARS_like_CoV_As6526	21310	21409	0.85
KY417142_Bat_SARS_like_CoV_As6526	21340	21439	0.88
KY417142_Bat_SARS_like_CoV_As6526	21370	21469	0.87
KY417142_Bat_SARS_like_CoV_As6526	21400	21499	0.83
KY417142_Bat_SARS_like_CoV_As6526	21430	21529	0.81
KY417142_Bat_SARS_like_CoV_As6526	21460	21559	0.85
KY417142_Bat_SARS_like_CoV_As6526	21490	21589	0.76
KY417142_Bat_SARS_like_CoV_As6526	21520	21619	0.53
KY417142_Bat_SARS_like_CoV_As6526	21550	21649	0.35
KY417142_Bat_SARS_like_CoV_As6526	21580	21679	0.32
KY417142_Bat_SARS_like_CoV_As6526	21610	21709	0.41
KY417142_Bat_SARS_like_CoV_As6526	21640	21739	0.54
KY417142_Bat_SARS_like_CoV_As6526	21670	21769	0.56
KY417142_Bat_SARS_like_CoV_As6526	21700	21799	0.52
KY417142_Bat_SARS_like_CoV_As6526	21730	21829	0.49
KY417142_Bat_SARS_like_CoV_As6526	21760	21859	0.58
KY417142_Bat_SARS_like_CoV_As6526	21791	21890	0.72
KY417142_Bat_SARS_like_CoV_As6526	21821	21920	0.73
KY417142_Bat_SARS_like_CoV_As6526	21851	21950	0.67
KY417142_Bat_SARS_like_CoV_As6526	21881	21980	0.59
KY417142_Bat_SARS_like_CoV_As6526	21911	22010	0.46
KY417142_Bat_SARS_like_CoV_As6526	21941	22040	0.38
KY417142_Bat_SARS_like_CoV_As6526	21971	22070	0.41
KY417142_Bat_SARS_like_CoV_As6526	22001	22100	0.4
KY417142_Bat_SARS_like_CoV_As6526	22031	22130	0.53
KY417142_Bat_SARS_like_CoV_As6526	22061	22160	0.58
KY417142_Bat_SARS_like_CoV_As6526	22091	22190	0.59
KY417142_Bat_SARS_like_CoV_As6526	22121	22220	0.61
KY417142_Bat_SARS_like_CoV_As6526	22151	22250	0.55
KY417142_Bat_SARS_like_CoV_As6526	22181	22280	0.56
KY417142_Bat_SARS_like_CoV_As6526	22211	22310	0.5
